Source_Object_title,Source_Note_body,Target_Object_title,Target_Note_body
放空時或許也有想法,,想法是做某件事的建議或計劃,
3.有獨到見解,經過自己的思考，可能有連結自己生活經驗，或是參雜所見所聞以致產出有建設性、多面向的想法，讓人可供參考，具可行性，及參考價值。,討論問題,討論想法是什麼??
可以解決問題,,想法定義,
可依據工作需求提出改善、提高效率的想法(例如 LEAN精實管理),"可以依據工作的需求，例如是提高效率或者是減少浪費的想法。
(例如 LEAN精實管理)",如何將想法運用於工作上 How people work with ideas？,
在大腦裡建構思維或邏輯,,想法的需求,需要解決某問題時，會產生想法。
磨合,經過激盪及磨合，產出最合宜的做法。,切磋,想法是人與人互相切磋出來的
討論,討論產生的,因人而異,每個人的背景、工作不同因此對事件的想法皆不同
設計類,,什麼工作跟產出想法有關？工作經驗哪些有相關,
不論理性感性都與人格特質相關,,理性、感性,針對想法是否會都是理性或是感性
想法的重要,如果今天一個人對於事物沒有想法，就會失去最大的學習機會，沒有想法沒有思辨的能力，會使學習較為緩慢，人往往會從舊有經驗開始產出新的想法，透過一連串的失衡到平衡，產出新的想法,經驗法則,會從舊有經驗中先出發
這是個人類永續可以延續的發展,,可對人類或環境產生效益的思考,
創新進步,,想法重要的原因,
要說出自己的看法,好的想法可以表達出自己的看法，或是對他人的想法提出延伸的內容或問題,2.承上無意見的想法,承上，複製貼上，無經過自己的思考，隨意仿效，不見得是自己真正的想法。
解決問題,想法可以用來解決問題的,腦中的靈光一現,瞬間腦中的靈光一現
人們怎麼生產出來的想法？,明確地擁有自己的想法，閱讀可說是最重要的方式，閱讀能帶給我們非常多的刺激。,討論問題,討論想法是什麼??
2.偏頗的想法,只顧慮到過於片面的資訊未考量整體，導致想法過於偏激，不符合社會。,討論問題,討論想法是什麼??
如何定義不夠周延的想法？,因為定義夠不夠周延，好像也是個人的感受。,有缺點的想法,"1. 不夠周延/全面，偏頗的
2. 歧視性的、帶有偏見的"
無用功,想很久可能還是一場空,思考與想法不同,
沒有想法表示無法解決問題,,想法重要的原因,
彼此溝通,整合每個人不同的想法，不然會吵架,磨合,經過激盪及磨合，產出最合宜的做法。
與想法一起工作,"如果今天老師只是照本宣科，較不會有想法的產出，因為只是依照他人給予的資訊進行教學，但今天如果老師在備課的時間對於課文內容進行思考，產生好奇，就可以產出更多的想法。
設計師在進行新的設計時亦會產出想法，要符合客戶的需求又要符合自己的美感，故而也要產出相對的想法",想法的重要,如果今天一個人對於事物沒有想法，就會失去最大的學習機會，沒有想法沒有思辨的能力，會使學習較為緩慢，人往往會從舊有經驗開始產出新的想法，透過一連串的失衡到平衡，產出新的想法
想法使人訓練思考,,想法重要的原因,
效率與想法,讓做的事情更加有效率，也是一種想法的產出。,想法也可以是對某件事的理解或思維,
免洗筷,沒有想法就像工作中的免洗筷，沒有不可或缺的理由。,想法的重要,如果今天一個人對於事物沒有想法，就會失去最大的學習機會，沒有想法沒有思辨的能力，會使學習較為緩慢，人往往會從舊有經驗開始產出新的想法，透過一連串的失衡到平衡，產出新的想法
如果是重複性的工作似乎不需要想法？,是不是有一些工作是不需要創新思考的？,所有工作都與想法有關。是,
想法是屬於人類高階動物才擁有的,,有想法才會有進步，就像基因一樣，突變才是演化的開始,
提升工作效率,工作上為了提升工作效率，而想出許多的想法,想法,"什麼是想法？
什麼想法是需要改變的？
什麼想法是重要的？
人怎麼生產出來的想法？
你有什麼經驗去想出方法嗎？"
突然產生的靈感,,想法定義,
想法具現化,"為了讓他人可以理解自己的想法，會想辦法把想法具現化
使得他人可以了解，與自己的想法做互動",眼睛看不見,腦中的想法看不見，我們不看不見他人的腦中想法，也看不見自己。
不停地思考,腦袋高速運轉,想法,"什麼是想法？
什麼想法是需要改變的？
什麼想法是重要的？
人怎麼生產出來的想法？
你有什麼經驗去想出方法嗎？"
持續不斷地思考直到問題處理完畢,,想法定義,
是理性想法多 還是感性想法多？,,理性、感性,針對想法是否會都是理性或是感性
想法是獨一無二的,"想法會有無限的創造力與想像力
讓人本身具有自發性、主動性與積極性",3.有獨到見解,經過自己的思考，可能有連結自己生活經驗，或是參雜所見所聞以致產出有建設性、多面向的想法，讓人可供參考，具可行性，及參考價值。
任何靈活、非規律性、規則外的工作都需要想法,"除了已經訂好規則的工作內容（例如生產作業員，只要follow SOP就好）之外，都需要想法
舉例，客戶要求的交期比標準交期少一週，要怎麼辦到？",誰的工作與想法有關？ 你是否曾經的工作與產出想法或改善想法有關？ Who work with ideas？Do you have any experience working with ideas？,
對事物的看法和意見，以及解決問題的辦法,,想法定義,
如何解決,如何解決每個人不同想法的問題,彼此溝通,整合每個人不同的想法，不然會吵架
為了解決問題,當遇到問題時，為了解決問題，會產生許多的想法,想法,"什麼是想法？
什麼想法是需要改變的？
什麼想法是重要的？
人怎麼生產出來的想法？
你有什麼經驗去想出方法嗎？"
想法是尚未行動前的未來式,,"甚麼是想法 What is """"idea""""？",
有時候沒有想法是因為沒有需要,也許是不覺得有造成困難或問題需要解決，或對該議題並不關心在意,因為一昧的盲從無法使人進步突破,
不同領域也可以進行碰撞與思考,,想法也有賴於各種經驗的連結,
靈感,高速的思考....事情如果沒想法解決問題的話，需要靈感刺激嗎？,不停地思考,腦袋高速運轉
主觀客觀,自己的想法可能不夠好，綜合他人的想法進行發散,放空時或許也有想法,
高科技研發,晶圓創新,什麼工作跟產出想法有關？工作經驗哪些有相關,
從舊有經驗開始產出,從舊有經驗開始失衡到平衡而產生出新的想法,想法定義,
3. Why idea are important?,有時候我們的表達，不一定能讓聽者完全正確地接收。聆聽時反思講者的說話內容，不但能確保自己正確解讀他的話，還能讓對方有機會，去解釋清楚自己真正的意思。,討論問題,討論想法是什麼??
才會有進步啊~,人要思考腦袋才會成長,為什麼想法很重要,想法重要的原因是什麼?
需要創新,因為需要一個與既定不同的思維,為什麼想法很重要,想法重要的原因是什麼?
靈光乍現,,想法定義,
在不經意的情況下，因人事物而觸發。,,偶然,會是一個偶然間發生的
因為要有價值阿,有想法才會有個人的價值，毫無想法的人就像機器人一樣,為什麼想法很重要,想法重要的原因是什麼?
提出實際方法並著手行動,要將想法運用在工作，必且將其具體實現。,提出想法與別人合作,自己的和別人的想法 互相討論 合作學習 分工 科技使用
環保議題,找尋替代能源,什麼工作跟產出想法有關？工作經驗哪些有相關,
對想法的好奇,,想法的重要,如果今天一個人對於事物沒有想法，就會失去最大的學習機會，沒有想法沒有思辨的能力，會使學習較為緩慢，人往往會從舊有經驗開始產出新的想法，透過一連串的失衡到平衡，產出新的想法
盲人摸象?從無到有,,眼睛看不見,腦中的想法看不見，我們不看不見他人的腦中想法，也看不見自己。
分類,怎麼分為重要跟不重要?,才會有進步啊~,人要思考腦袋才會成長
做決定,迫使人做決定,沒有想法表示無法解決問題,
解決問題的方式,沒有想法或許不一定無法解決問題，但就只能依照前人給予的方式進行，但那就不是屬於自己的解決辦法,沒有想法表示無法解決問題,
鼓勵腦力激盪,"1.天馬行空的見解，也是一種對事情不同的建議。
2.不做批評",如何將想法運用於工作上 How people work with ideas？,
何謂創新的想法,該如何定義創新思維,需要創新,因為需要一個與既定不同的思維
